source,target,weight,bits
A0A383EVV5,A0A381Z5C4,0.416,113
A0A383EVV5,A0A6J6CM05,0.414,113
A0A383EVV5,A0A380TAR9,0.412,113
A0A383EVV5,A0A381XUL9,0.408,111
A0A383EVV5,A0A644ZDJ2,0.402,109
A0A383EVV5,A0A644TR86,0.402,109
A0A383EVV5,A0A381TAP7,0.402,109
A0A383EVV5,A0A382WL77,0.397,108
A0A383EVV5,A0A382AXX9,0.402,106
A0A383EVV5,A0A382X5I9,0.384,105
A0A383EVV5,A0A6J6BMV8,0.368,103
A0A383EVV5,A0A094PXK9,0.379,102
A0A383EVV5,A0A382TN05,0.374,102
A0A383EVV5,A0A645B269,0.377,100
A0A383EVV5,A0A381NTP3,0.377,100
A0A383EVV5,A0A6J5ZDS3,0.371,100
A0A383EVV5,A0A644WAX3,0.366,100
A0A383EVV5,A0A094PRH3,0.372,99
A0A383EVV5,A0A644YX24,0.373,98
A0A383EVV5,A0A644XIS9,0.371,98
A0A383EVV5,A0A381SM42,0.358,97
A0A383EVV5,A0A6J5ZBM4,0.363,95
A0A383EVV5,A0A6J6ASR3,0.356,93
A0A383EVV5,A0A2P2C335,0.351,91
A0A383EVV5,A0A6J6FLY4,0.335,90
A0A383EVV5,A0A382YNP5,0.34,90
A0A383EVV5,A0A645BU40,0.348,89
A0A383EVV5,A0A6J6D5R5,0.348,89
A0A383EVV5,A0A6J6AEE3,0.344,89
A0A383EVV5,A0A381RUV8,0.322,85
A0A383EVV5,A0A381QJF2,0.38,79
A0A383EVV5,A0A2P2C6S4,0.311,79
A0A383EVV5,A0A382J1X9,0.313,78
A0A644W3K2,A0A645JM79,0.525,118
A0A644W3K2,A0A644TLT6,0.49,109
A0A644W3K2,A0A381UV11,0.443,98
A0A644W3K2,A0A6J5ZN98,0.354,76
A0A644W3K2,A0A6J6CGW0,0.337,70
A0A644W3K2,A0A6J6FN67,0.331,66
A0A644W3K2,A0A094R0S2,0.328,65
A0A644W3K2,A0A6J6B8S8,0.328,65
A0A644W3K2,A0A6J6F2I8,0.311,61
A0A644W3K2,A0A6J6FAA5,0.314,61
A0A645APS7,A0A6J6AYP9,0.42,325
A0A382BJ82,A0A382ARZ7,0.552,354
A0A382BJ82,A0A381RJX3,0.516,326
A0A382BJ82,A0A0W8G662,0.467,290
A0A382BJ82,A0A382FIY4,0.514,287
A0A382BJ82,A0A381Q4W5,0.467,283
A0A382BJ82,A0A645BL16,0.463,280
A0A382BJ82,A0A644YVS3,0.451,271
A0A382BJ82,A0A381RMW8,0.445,261
A0A382BJ82,A0A382GPZ3,0.432,261
A0A382BJ82,A0A644VAT7,0.43,252
A0A382BJ82,A0A380TGZ6,0.424,252
A0A382BJ82,A0A6J6DT46,0.407,241
A0A382BJ82,A0A6J6G9W7,0.408,240
A0A382BJ82,A0A484H950,0.407,236
A0A382BJ82,A0A6J6ENE8,0.396,232
A0A382BJ82,A0A6J6C6I2,0.387,231
A0A382BJ82,A0A645FCJ9,0.468,230
A0A382BJ82,A0A6J6CMA0,0.387,230
A0A382BJ82,A0A381RRI3,0.385,221
A0A382BJ82,A0A6J6F845,0.369,215
A0A382BJ82,A0A2P2CF46,0.359,204
A0A382BJ82,A0A6J6C905,0.391,204
A0A382BJ82,A0A2P2CJE0,0.351,197
A0A6J6BED1,A0A6J5ZDS3,0.561,214
A0A6J6BED1,A0A6J6AEE3,0.545,204
A0A6J6BED1,A0A094PXK9,0.535,202
A0A6J6BED1,A0A6J5ZBM4,0.534,195
A0A6J6BED1,A0A6J6ASR3,0.533,194
A0A6J6BED1,A0A2P2C335,0.524,193
A0A6J6BED1,A0A2P2C6S4,0.48,180
A0A6J6BED1,A0A644TR86,0.491,180
A0A6J6BED1,A0A6J6CM05,0.486,179
A0A6J6BED1,A0A6J6BMV8,0.468,178
A0A6J6BED1,A0A6J6F1Z8,0.486,177
A0A6J6BED1,A0A6J6FLY4,0.442,165
A0A6J6BED1,A0A645B269,0.451,162
A0A6J6BED1,A0A644XIS9,0.446,161
A0A6J6BED1,A0A381UKZ5,0.443,158
A0A6J6BED1,A0A381YCQ9,0.457,158
A0A6J6BED1,A0A380TAR9,0.447,154
A0A6J6BED1,A0A382TN05,0.433,153
A0A6J6BED1,A0A381XUL9,0.431,147
A0A6J6BED1,A0A645BU40,0.433,147
A0A6J6BED1,A0A644YX24,0.421,146
A0A6J6BED1,A0A381TAP7,0.41,145
A0A6J6BED1,A0A382BSA6,0.41,144
A0A6J6BED1,A0A381ZVK2,0.424,141
A0A6J6BED1,A0A381PM74,0.411,141
A0A6J6BED1,A0A2H9TBZ9,0.413,139
A0A6J6BED1,A0A382WL77,0.412,138
A0A6J6BED1,A0A381RUV8,0.39,138
A0A6J6BED1,A0A094PRH3,0.416,137
A0A6J6BED1,A0A381NTP3,0.402,134
A0A6J6BED1,A0A381Z5C4,0.391,134
A0A6J6BED1,A0A382X5I9,0.418,128
A0A6J6BED1,A0A382YNP5,0.379,127
A0A6J6BED1,A0A381Q0T0,0.38,126
A0A6J6BED1,A0A6J6D5R5,0.377,126
A0A6J6BED1,A0A644WAX3,0.367,124
A0A6J6BED1,A0A382AXX9,0.386,123
A0A6J6BED1,A0A381SM42,0.367,123
A0A6J6BED1,A0A381QJF2,0.442,123
A0A6J6BED1,A0A644ZDJ2,0.375,120
A0A6J6BED1,A0A645G9J6,0.363,119
A0A6J6BED1,A0A382BJP1,0.353,117
A0A6J6BED1,A0A381UMH9,0.351,117
A0A6J6BED1,A0A381YI49,0.439,116
A0A6J6BED1,A0A382JQW3,0.359,116
A0A6J6BED1,A0A382BC58,0.347,113
A0A6J6BED1,A0A382J1X9,0.359,113
A0A6J6BED1,A0A484RFP6,0.346,109
A0A6J6BED1,A0A383EVV5,0.395,107
A0A6J6BED1,A0A381W471,0.323,102
A0A6C0CXA7,A0A6C0CK20,0.826,1946
A0A6C0CXA7,A0A6C0CQ84,0.509,1124
A0A6C0CXA7,A0A6C0BXB1,0.515,1095
A0A6C0CXA7,A0A6C0AR55,0.496,1058
A0A6C0CXA7,A0A6C0AXS7,0.556,1056
A0A6C0CXA7,A0A6C0LKA9,0.511,1054
A0A6C0CXA7,A0A6C0HQM4,0.542,1048
A0A6C0CXA7,A0A6C0F7I1,0.523,1032
A0A6C0CXA7,A0A6C0ESH1,0.536,1030
A0A6C0CXA7,A0A6C0D834,0.519,1023
A0A6C0CXA7,A0A6C0B248,0.498,1008
A0A6C0CXA7,A0A6C0BC56,0.521,1003
A0A6C0CXA7,A0A6C0LDL2,0.515,999
A0A6C0CXA7,A0A6C0LR39,0.488,991
A0A6C0CXA7,A0A6C0I8D9,0.503,990
A0A6C0CXA7,A0A6C0EFD9,0.504,990
A0A6C0CXA7,A0A6C0B911,0.531,989
A0A6C0CXA7,A0A6C0B3Y6,0.519,989
A0A6C0CXA7,A0A6C0DLZ7,0.503,983
A0A6C0CXA7,A0A6C0E7Y7,0.491,981
A0A6C0CXA7,A0A6C0KI02,0.482,979
A0A6C0CXA7,A0A6C0E9T3,0.498,966
A0A6C0CXA7,A0A6C0ASE4,0.475,962
A0A6C0CXA7,A0A6C0DLX9,0.486,950
A0A6C0CXA7,A0A6C0ETN6,0.441,948
A0A6C0CXA7,A0A6C0DRP4,0.468,942
A0A6C0CXA7,A0A6C0F3T9,0.477,932
A0A6C0CXA7,A0A6C0D598,0.461,929
A0A6C0CXA7,A0A6C0H329,0.488,919
A0A6C0CXA7,A0A6C0JAK9,0.434,856
A0A6C0CXA7,A0A6C0JJL0,0.406,847
A0A6C0CXA7,A0A6C0C3J4,0.412,827
A0A6C0CXA7,A0A6C0C4N0,0.464,825
A0A6C0CXA7,A0A6C0D714,0.424,796
A0A6C0CXA7,A0A6C0H424,0.4,796
A0A6C0CXA7,A0A6C0KP26,0.413,784
A0A6C0CXA7,A0A6C0AUP9,0.426,740
A0A6C0CXA7,A0A6C0KWD2,0.359,185
A0A6C0CXA7,A0A6C0LUF2,0.304,144
A0A0F9DRK3,A0A1J5SU47,0.488,77
A0A0F9DRK3,A0A6A7SEA5,0.46,75
A0A0F9DRK3,A0A382VYR0,0.429,61
A0A0F9DRK3,A0A644TQW4,0.358,52
A0A0F9DRK3,A0A382E931,0.386,49
A0A0F9DRK3,A0A6A7SFJ7,0.329,49
A0A0F9DRK3,A0A6J6RPQ7,0.351,46
A0A0F9DRK3,A0A6J6Q3B6,0.341,41
A0A0F9DRK3,A0A6J6HPH1,0.395,38
A0A0F9DRK3,A0A6J6NEE4,0.537,32
A0A6P2D6N4,A0A6P2D7J8,0.937,160
A0A381QDF1,A0A381Q853,0.785,382
A0A381QDF1,A0A382L980,0.611,250
A0A381QDF1,A0A644X7S5,0.307,103
A0A381QDF1,A0A382F0X6,0.341,55
A0A382E8L3,A0A6J5ZEX1,0.472,255
A0A382E8L3,A0A484SGW9,0.453,245
A0A382E8L3,A0A381VFE6,0.449,236
A0A382E8L3,A0A382D7U8,0.437,231
A0A382E8L3,A0A381RW63,0.435,227
A0A382E8L3,A0A381NR38,0.408,220
A0A382E8L3,A0A381Y5A0,0.424,219
A0A382E8L3,A0A382GMT6,0.422,213
A0A382E8L3,A0A381RW23,0.397,203
A0A382E8L3,A0A381SC57,0.386,200
A0A382E8L3,A0A382RT59,0.436,193
A0A382E8L3,A0A0W8F1J4,0.384,183
A0A382E8L3,A0A644Z1Q8,0.513,174
A0A382E8L3,A0A380TET7,0.385,171
A0A382E8L3,A0A098EB84,0.364,161
A0A382E8L3,A0A381TYK3,0.335,154
A0A382E8L3,A0A381ZHP8,0.332,142
A0A382E8L3,A0A381TW63,0.324,138
A0A644SJ42,A0A2H9T5M4,0.61,387
A0A644SJ42,A0A645E2X7,0.581,364
A0A644SJ42,A0A645AWC4,0.485,269
A0A644SJ42,A0A644YA67,0.381,231
A0A644SJ42,A0A644TRC4,0.376,224
A0A644SJ42,A0A380TBA3,0.363,186
A0A644SJ42,A0A645H856,0.568,131
A0A644SJ42,A0A645AV80,0.386,118
A0A644SJ42,A0A645GYK9,0.39,80
A0A644WU53,A0A644U9H2,0.433,516
A0A644WU53,A0A0W8FYX4,0.458,462
A0A644WU53,A0A644UE91,0.404,421
A0A644WU53,A0A644UXQ3,0.402,419
A0A644WU53,A0A644X6C2,0.394,414
A0A644WU53,A0A381X0A0,0.386,391
A0A644WU53,A0A644T1Y2,0.383,379
A0A644WU53,A0A484SME1,0.371,371
A0A098E9E5,A0A0W8F8K3,0.422,289
A0A098E9E5,A0A381WW96,0.344,230
A0A098E9E5,A0A381RN53,0.343,228
A0A381UKZ5,A0A381XUL9,0.572,211
A0A381UKZ5,A0A382BSA6,0.548,207
A0A381UKZ5,A0A381NTP3,0.54,197
A0A381UKZ5,A0A381Z5C4,0.501,183
A0A381UKZ5,A0A381ZVK2,0.531,169
A0A381UKZ5,A0A644YX24,0.463,168
A0A381UKZ5,A0A6J5ZDS3,0.464,167
A0A381UKZ5,A0A644TR86,0.454,163
A0A381UKZ5,A0A381TAP7,0.446,160
A0A381UKZ5,A0A6J6BED1,0.455,159
A0A381UKZ5,A0A645BU40,0.445,158
A0A381UKZ5,A0A6J6F1Z8,0.455,158
A0A381UKZ5,A0A644XIS9,0.444,158
A0A381UKZ5,A0A381YCQ9,0.453,156
A0A381UKZ5,A0A2H9TBZ9,0.439,154
A0A381UKZ5,A0A094PXK9,0.432,153
A0A381UKZ5,A0A645B269,0.428,150
A0A381UKZ5,A0A382TN05,0.421,145
A0A381UKZ5,A0A6J6ASR3,0.425,144
A0A381UKZ5,A0A381SM42,0.41,143
A0A381UKZ5,A0A6J6AEE3,0.419,143
A0A381UKZ5,A0A381PM74,0.411,139
A0A381UKZ5,A0A6J5ZBM4,0.414,139
A0A381UKZ5,A0A382JQW3,0.405,139
A0A381UKZ5,A0A644ZDJ2,0.4,136
A0A381UKZ5,A0A2P2C6S4,0.391,135
A0A381UKZ5,A0A381Q0T0,0.394,133
A0A381UKZ5,A0A645G9J6,0.392,132
A0A381UKZ5,A0A6J6BMV8,0.378,132
A0A381UKZ5,A0A2P2C335,0.395,131
A0A381UKZ5,A0A382WL77,0.395,131
A0A381UKZ5,A0A382YNP5,0.38,130
A0A381UKZ5,A0A6J6D5R5,0.382,128
A0A381UKZ5,A0A094PRH3,0.379,128
A0A381UKZ5,A0A644WAX3,0.385,127
A0A381UKZ5,A0A6J6CM05,0.377,126
A0A381UKZ5,A0A382BC58,0.363,126
A0A381UKZ5,A0A381UMH9,0.367,126
A0A381UKZ5,A0A381RUV8,0.373,126
A0A381UKZ5,A0A381YI49,0.462,124
A0A381UKZ5,A0A6J6FLY4,0.366,123
A0A381UKZ5,A0A381QJF2,0.437,123
A0A381UKZ5,A0A380TAR9,0.375,122
A0A381UKZ5,A0A382J1X9,0.377,121
A0A381UKZ5,A0A382BJP1,0.355,121
A0A381UKZ5,A0A484RFP6,0.369,119
A0A381UKZ5,A0A382AXX9,0.413,116
A0A381UKZ5,A0A383EVV5,0.413,114
A0A381UKZ5,A0A382X5I9,0.366,107
A0A382F0X6,A0A382F8L9,0.757,178
A0A382F0X6,A0A382ZGK5,0.731,59
A0A382F0X6,A0A0W8FI95,0.384,59
A0A382F0X6,A0A644SU45,0.374,52
A0A382F0X6,A0A644V824,0.34,51
A0A382F0X6,A0A380TEX2,0.345,50
A0A382F0X6,A0A381Q853,0.341,48
A0A382F0X6,A0A2P2C4P7,0.316,46
A0A382F0X6,A0A644X7S5,0.316,44
A0A382F0X6,A0A2P2CCD5,0.373,42
A0A6J6CEA8,A0A6J6B4W8,0.821,996
A0A6J6CEA8,A0A2P2C0V8,0.746,888
A0A6J6CEA8,A0A2P2CJH2,0.718,861
A0A6J6CEA8,A0A6J6ASS5,0.676,790
A0A6J6CEA8,A0A6J6A3L1,0.66,765
A0A6J6CEA8,A0A382CHT4,0.678,682
A0A6J6CEA8,A0A6J6E6T3,0.572,656
A0A6J6CEA8,A0A382J197,0.676,469
A0A6J6CEA8,A0A382GIQ4,0.598,279
A0A6J6CEA8,A0A382HFT6,0.596,278
A0A3B0RLP0,A0A6J6A063,0.475,368
A0A3B0RLP0,A0A6J7EJK4,0.472,363
A0A3B0RLP0,A0A6J7LL73,0.474,361
A0A3B0RLP0,A0A6J7CTX4,0.458,357
A0A3B0RLP0,A0A6J7FCU3,0.443,350
A0A2P2C5B8,A0A2P2CFV8,0.868,636
A0A2P2C5B8,A0A645BL84,0.331,174
A0A2P2C5B8,A0A644WVX9,0.332,173
A0A098EA56,A0A098E9U6,0.958,731
A0A098EA56,A0A644Z8F8,0.477,311
A0A098EA56,A0A644X6F7,0.472,305
A0A098EA56,A0A644XNZ4,0.455,292
A0A098EA56,A0A380TBT6,0.423,280
A0A098EA56,A0A644YJC0,0.414,268
A0A098EA56,A0A2P2CAW5,0.414,266
A0A098EA56,A0A2P2BYA5,0.413,265
A0A098EA56,A0A6A7S922,0.404,263
A0A098EA56,A0A6C0ED38,0.395,244
A0A381QL30,A0A381UCT6,0.347,278
A0A381QL30,A0A644TXX6,0.334,271
A0A381QL30,A0A381XCR9,0.338,270
A0A381QL30,A0A382AZ99,0.333,259
A0A381QL30,A0A381UR02,0.327,257
A0A381QL30,A0A644Y6A1,0.31,247
A0A381QL30,A0A381PLY7,0.311,238
A0A382FIY4,A0A382ARZ7,0.769,475
A0A382FIY4,A0A381RJX3,0.538,309
A0A382FIY4,A0A645BL16,0.526,300
A0A382FIY4,A0A382BJ82,0.526,295
A0A382FIY4,A0A0W8G662,0.515,286
A0A382FIY4,A0A644YVS3,0.495,278
A0A382FIY4,A0A381Q4W5,0.49,274
A0A382FIY4,A0A380TGZ6,0.462,255
A0A382FIY4,A0A382GPZ3,0.454,250
A0A382FIY4,A0A484H950,0.454,249
A0A382FIY4,A0A644VAT7,0.446,240
A0A382FIY4,A0A381RMW8,0.446,239
A0A382FIY4,A0A6J6CMA0,0.411,230
A0A382FIY4,A0A6J6F845,0.422,229
A0A382FIY4,A0A6J6G9W7,0.418,228
A0A382FIY4,A0A381RRI3,0.419,224
A0A382FIY4,A0A6J6ENE8,0.41,222
A0A382FIY4,A0A6J6DT46,0.406,219
A0A382FIY4,A0A6J6C6I2,0.397,218
A0A382FIY4,A0A2P2CF46,0.398,210
A0A382FIY4,A0A2P2CJE0,0.387,207
A0A382FIY4,A0A645FCJ9,0.457,192
A0A382FIY4,A0A6J6C905,0.4,189
A0A644SXT0,A0A644TEG1,0.571,1154
A0A644SXT0,A0A381SJ02,0.505,983
A0A644SXT0,A0A2P2BYA8,0.492,966
A0A644SXT0,A0A381S6T6,0.5,960
A0A644SXT0,A0A6A7S9U7,0.497,958
A0A644SXT0,A0A380TBJ6,0.493,954
A0A644SXT0,A0A6C0ED38,0.411,747
A0A644SXT0,A0A645A5Y7,0.521,269
A0A645D8S4,A0A644XVF4,0.3,54
A0A6C0HQM4,A0A6C0D834,0.691,1588
A0A6C0HQM4,A0A6C0B248,0.631,1461
A0A6C0HQM4,A0A6C0LDL2,0.6,1313
A0A6C0HQM4,A0A6C0BC56,0.63,1298
A0A6C0HQM4,A0A6C0AR55,0.599,1237
A0A6C0HQM4,A0A6C0ESH1,0.6,1225
A0A6C0HQM4,A0A6C0F7I1,0.611,1225
A0A6C0HQM4,A0A6C0I8D9,0.583,1192
A0A6C0HQM4,A0A6C0DLZ7,0.582,1176
A0A6C0HQM4,A0A6C0EFD9,0.579,1175
A0A6C0HQM4,A0A6C0E7Y7,0.57,1164
A0A6C0HQM4,A0A6C0B3Y6,0.581,1145
A0A6C0HQM4,A0A6C0B911,0.579,1140
A0A6C0HQM4,A0A6C0E9T3,0.568,1137
A0A6C0HQM4,A0A6C0F3T9,0.561,1126
A0A6C0HQM4,A0A6C0DLX9,0.556,1124
A0A6C0HQM4,A0A6C0LR39,0.54,1116
A0A6C0HQM4,A0A6C0KI02,0.535,1108
A0A6C0HQM4,A0A6C0ASE4,0.529,1104
A0A6C0HQM4,A0A6C0CXA7,0.56,1092
A0A6C0HQM4,A0A6C0CK20,0.522,1086
A0A6C0HQM4,A0A6C0H329,0.548,1069
A0A6C0HQM4,A0A6C0DRP4,0.503,1069
A0A6C0HQM4,A0A6C0CQ84,0.548,1063
A0A6C0HQM4,A0A6C0D598,0.508,1057
A0A6C0HQM4,A0A6C0ETN6,0.482,1042
A0A6C0HQM4,A0A6C0AXS7,0.535,1033
A0A6C0HQM4,A0A6C0LKA9,0.508,1032
A0A6C0HQM4,A0A6C0JJL0,0.446,1020
A0A6C0HQM4,A0A6C0BXB1,0.502,1001
A0A6C0HQM4,A0A6C0C3J4,0.436,892
A0A6C0HQM4,A0A6C0JAK9,0.434,855
A0A6C0HQM4,A0A6C0C4N0,0.463,850
A0A6C0HQM4,A0A6C0D714,0.411,758
A0A6C0HQM4,A0A6C0H424,0.386,758
A0A6C0HQM4,A0A6C0KP26,0.403,754
A0A6C0HQM4,A0A6C0AUP9,0.419,747
A0A6C0HQM4,A0A6C0KWD2,0.39,214
J9GUP8,J9GKY5,0.851,966
J9GUP8,J9G945,0.839,953
J9GUP8,J9D059,0.546,550
J9GUP8,A0A644VAA7,0.465,458
J9GUP8,A0A5J4RD69,0.458,452
J9GUP8,A0A5J4RSB5,0.457,452
J9GUP8,A0A644YGI6,0.455,451
J9GUP8,A0A644Z1I5,0.46,447
J9GUP8,A0A5J4RLZ5,0.442,433
J9GUP8,A0A5J4SQP5,0.441,433
J9GUP8,A0A5J4R632,0.455,431
J9GUP8,A0A5J4RMY9,0.441,429
J9GUP8,A0A5J4S2M0,0.441,428
J9GUP8,A0A644TTV5,0.438,427
J9GUP8,A0A5J4ST39,0.438,426
J9GUP8,A0A5J4RAH0,0.433,415
J9GUP8,A0A5J4RGF7,0.429,413
J9GUP8,A0A644TZ87,0.422,403
J9GUP8,A0A644WB33,0.377,349
J9GUP8,D9PEU5,0.377,349
J9GUP8,A0A3B0U7R6,0.367,336
J9GUP8,A0A644X3D0,0.364,332
J9GUP8,A0A5J4R5H0,0.44,323
J9GUP8,A0A644YC72,0.351,311
J9GUP8,A0A5J4PYV6,0.408,292
J9GUP8,A0A644V8K5,0.333,278
J9GUP8,A0A5J4Q1M0,0.486,266
J9GUP8,A0A644V8Y5,0.315,264
J9GUP8,A0A5J4PMB9,0.47,241
J9GUP8,K1U1E7,0.491,194
J9GUP8,A0A645G851,0.506,188
J9GUP8,A0A5J4PVG7,0.501,178
J9GUP8,A0A5J4Q1Q4,0.356,152
J9GUP8,X1SXZ0,0.346,147
J9GUP8,K1RQ62,0.333,145
J9GUP8,X1H9X9,0.39,131
J9GUP8,K1V2N0,0.482,114
J9GUP8,D9PIE9,0.301,87
A0A645G851,A0A644VAA7,0.859,324
A0A645G851,A0A644Z1I5,0.829,313
A0A645G851,A0A5J4R632,0.697,259
A0A645G851,A0A644YGI6,0.686,258
A0A645G851,A0A5J4RSB5,0.693,257
A0A645G851,A0A5J4RD69,0.688,255
A0A645G851,A0A5J4S2M0,0.678,252
A0A645G851,J9D059,0.69,252
A0A645G851,A0A5J4SQP5,0.676,251
A0A645G851,A0A5J4RMY9,0.674,250
A0A645G851,A0A5J4RLZ5,0.674,249
A0A645G851,A0A5J4R5H0,0.668,245
A0A645G851,A0A5J4ST39,0.663,244
A0A645G851,A0A5J4RGF7,0.653,237
A0A645G851,A0A5J4PVG7,0.652,237
A0A645G851,A0A5J4RAH0,0.664,237
A0A645G851,A0A644TZ87,0.618,231
A0A645G851,A0A644TTV5,0.578,211
A0A645G851,J9G945,0.522,194
A0A645G851,J9GKY5,0.518,192
A0A645G851,J9GUP8,0.516,192
A0A645G851,D9PEU5,0.515,178
A0A645G851,A0A644WB33,0.522,177
A0A645G851,A0A3B0U7R6,0.512,175
A0A645G851,A0A644X3D0,0.499,172
A0A645G851,A0A644YC72,0.421,139
A0A645G851,X1H9X9,0.455,139
A0A645G851,A0A644V8Y5,0.429,138
A0A645G851,A0A644V8K5,0.412,135
A0A645G851,A0A0F9RZA5,0.411,121
A0A645G851,K1RQ62,0.446,116
A0A645G851,D9PIE9,0.385,111
A0A645G851,A0A5J4PYV6,0.656,85
A0A5J4S2M0,A0A5J4SQP5,0.917,878
A0A5J4S2M0,A0A5J4RLZ5,0.917,874
A0A5J4S2M0,A0A5J4RMY9,0.91,870
A0A5J4S2M0,A0A5J4RSB5,0.839,790
A0A5J4S2M0,A0A5J4RD69,0.828,778
A0A5J4S2M0,A0A5J4R632,0.844,763
A0A5J4S2M0,A0A5J4ST39,0.776,721
A0A5J4S2M0,A0A5J4RGF7,0.764,707
A0A5J4S2M0,A0A5J4RAH0,0.763,698
A0A5J4S2M0,A0A5J4R5H0,0.844,589
A0A5J4S2M0,A0A644Z1I5,0.634,562
A0A5J4S2M0,A0A644VAA7,0.624,556
A0A5J4S2M0,A0A644YGI6,0.612,549
A0A5J4S2M0,A0A5J4PYV6,0.75,522
A0A5J4S2M0,J9D059,0.577,500
A0A5J4S2M0,A0A644TZ87,0.552,482
A0A5J4S2M0,A0A644TTV5,0.546,474
A0A5J4S2M0,J9G945,0.447,434
A0A5J4S2M0,J9GKY5,0.444,431
A0A5J4S2M0,J9GUP8,0.442,428
A0A5J4S2M0,A0A5J4Q1M0,0.757,428
A0A5J4S2M0,A0A5J4PMB9,0.751,400
A0A5J4S2M0,A0A644WB33,0.474,394
A0A5J4S2M0,D9PEU5,0.47,390
A0A5J4S2M0,A0A644X3D0,0.462,382
A0A5J4S2M0,A0A3B0U7R6,0.449,367
A0A5J4S2M0,A0A644YC72,0.438,355
A0A5J4S2M0,A0A644V8K5,0.425,327
A0A5J4S2M0,A0A5J4PVG7,0.785,310
A0A5J4S2M0,A0A644V8Y5,0.353,269
A0A5J4S2M0,A0A645G851,0.675,251
A0A5J4S2M0,K1U1E7,0.605,239
A0A5J4S2M0,A0A5J4Q1Q4,0.411,173
A0A5J4S2M0,K1RQ62,0.431,171
A0A5J4S2M0,X1SXZ0,0.367,148
A0A5J4S2M0,X1H9X9,0.372,133
A0A5J4S2M0,K1V2N0,0.504,120
A0A5J4S2M0,A0A0F9RZA5,0.314,118
A0A5J4S2M0,D9PIE9,0.327,89
A0A0W8F8K3,A0A098E9E5,0.427,289
A0A0W8F8K3,A0A381RN53,0.398,275
A0A0W8F8K3,A0A381WW96,0.397,274
A0A6C0BC56,A0A6C0LDL2,0.832,2051
A0A6C0BC56,A0A6C0HQM4,0.632,1304
A0A6C0BC56,A0A6C0B248,0.615,1289
A0A6C0BC56,A0A6C0D834,0.599,1278
A0A6C0BC56,A0A6C0ESH1,0.591,1215
A0A6C0BC56,A0A6C0AR55,0.585,1214
A0A6C0BC56,A0A6C0F7I1,0.585,1171
A0A6C0BC56,A0A6C0I8D9,0.562,1129
A0A6C0BC56,A0A6C0EFD9,0.548,1106
A0A6C0BC56,A0A6C0DLZ7,0.548,1101
A0A6C0BC56,A0A6C0E9T3,0.546,1097
A0A6C0BC56,A0A6C0B3Y6,0.555,1092
A0A6C0BC56,A0A6C0E7Y7,0.539,1088
A0A6C0BC56,A0A6C0DLX9,0.535,1086
A0A6C0BC56,A0A6C0B911,0.558,1081
A0A6C0BC56,A0A6C0F3T9,0.531,1071
A0A6C0BC56,A0A6C0CQ84,0.548,1054
A0A6C0BC56,A0A6C0CXA7,0.541,1052
A0A6C0BC56,A0A6C0DRP4,0.507,1052
A0A6C0BC56,A0A6C0ASE4,0.51,1051
A0A6C0BC56,A0A6C0CK20,0.533,1045
A0A6C0BC56,A0A6C0LR39,0.513,1044
A0A6C0BC56,A0A6C0KI02,0.511,1044
A0A6C0BC56,A0A6C0ETN6,0.475,1020
A0A6C0BC56,A0A6C0LKA9,0.52,1016
A0A6C0BC56,A0A6C0H329,0.526,1012
A0A6C0BC56,A0A6C0BXB1,0.526,1003
A0A6C0BC56,A0A6C0D598,0.481,998
A0A6C0BC56,A0A6C0AXS7,0.515,982
A0A6C0BC56,A0A6C0JJL0,0.441,945
A0A6C0BC56,A0A6C0C3J4,0.425,873
A0A6C0BC56,A0A6C0JAK9,0.438,866
A0A6C0BC56,A0A6C0C4N0,0.461,845
A0A6C0BC56,A0A6C0KP26,0.404,756
A0A6C0BC56,A0A6C0AUP9,0.424,754
A0A6C0BC56,A0A6C0D714,0.409,752
A0A6C0BC56,A0A6C0H424,0.381,744
A0A6C0BC56,A0A6C0KWD2,0.386,209
A0A0W8FBS6,A0A6A7SHL6,0.433,439
A0A381W471,A0A644YX24,0.393,129
A0A381W471,A0A645B269,0.358,111
A0A381W471,A0A6J6AEE3,0.346,110
A0A381W471,A0A6J6BED1,0.339,109
A0A381W471,A0A644TR86,0.341,107
A0A381W471,A0A381Q0T0,0.341,107
A0A381W471,A0A382YNP5,0.414,106
A0A381W471,A0A381QJF2,0.46,105
A0A381W471,A0A380TAR9,0.345,105
A0A381W471,A0A382BSA6,0.334,103
A0A381W471,A0A381TAP7,0.327,103
A0A381W471,A0A6J6F1Z8,0.325,102
A0A381W471,A0A381PM74,0.33,102
A0A381W471,A0A6J6BMV8,0.318,102
A0A381W471,A0A6J6ASR3,0.325,100
A0A381W471,A0A381Z5C4,0.324,100
A0A381W471,A0A382BJP1,0.402,99
A0A381W471,A0A6J6FLY4,0.313,99
A0A381W471,A0A094PRH3,0.331,98
A0A381W471,A0A644XIS9,0.323,98
A0A381W471,A0A094PXK9,0.319,98
A0A381W471,A0A381UKZ5,0.312,97
A0A381W471,A0A6J5ZBM4,0.317,96
A0A381W471,A0A2P2C335,0.405,96
A0A381W471,A0A644WAX3,0.31,96
A0A381W471,A0A381RUV8,0.301,95
A0A381W471,A0A2P2C6S4,0.386,95
A0A381W471,A0A381ZVK2,0.318,94
A0A381W471,A0A6J6CM05,0.311,94
A0A381W471,A0A6J6D5R5,0.314,94
A0A381W471,A0A2H9TBZ9,0.317,93
